time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20170620:1411,705.9,694.28,165.64,19.31,51.03,15.9,3.17,0.0
20170620:1511,626.2,669.36,80.99,17.89,44.18,15.87,3.59,0.0
20170620:1611,445.53,418.15,113.67,14.2,36.25,15.79,3.86,0.0
20170620:1711,253.77,231.88,90.9,10.74,27.89,15.29,4.14,0.0
20170620:1811,70.97,60.51,63.13,7.05,19.56,14.99,4.07,0.0
20170620:1911,26.6,0.0,45.11,1.4,11.63,15.06,3.72,0.0
20170620:2011,7.06,0.0,18.53,0.58,4.41,14.33,3.31,0.0
20170620:2111,0.0,0.0,0.0,0.0,0.0,13.61,3.03,0.0
20170620:2211,0.0,0.0,0.0,0.0,0.0,13.32,2.83,0.0
20170620:2311,0.0,0.0,0.0,0.0,0.0,13.13,2.83,0.0
20170621:0011,0.0,0.0,0.0,0.0,0.0,12.98,2.83,0.0
20170621:0111,0.0,0.0,0.0,0.0,0.0,12.94,2.55,0.0
20170621:0211,0.0,0.0,0.0,0.0,0.0,12.81,2.41,0.0
20170621:0311,0.0,0.0,0.0,0.0,0.0,12.48,2.28,0.0
20170621:0411,5.09,0.0,15.3,0.48,3.85,12.2,2.0,0.0
20170621:0511,1.86,0.0,9.67,0.3,10.98,12.49,1.93,0.0
20170621:0611,15.57,0.0,30.59,0.88,18.87,12.9,2.07,0.0
20170621:0711,52.18,0.0,76.03,2.18,27.18,13.82,2.07,0.0
20170621:0811,112.58,0.0,145.93,4.19,35.55,14.74,2.55,0.0
20170621:0911,180.18,4.19,219.75,6.4,43.54,15.94,2.48,0.0
20170621:1011,241.91,16.8,279.95,8.35,50.52,17.15,2.28,0.0
20170621:1111,150.79,0.0,192.25,5.52,55.55,18.57,3.24,0.0
20170621:1211,358.35,73.74,364.23,11.71,57.54,19.44,2.76,0.0
20170621:1311,486.73,220.21,381.46,14.77,55.87,20.47,2.34,0.0
20170621:1411,417.6,162.65,354.61,13.14,51.06,20.98,1.86,0.0
20170621:1511,411.54,209.16,301.78,12.94,44.21,20.97,1.45,0.0
20170621:1611,131.27,1.86,170.53,4.94,36.28,21.04,1.31,0.0
20170621:1711,85.28,0.0,117.97,3.39,27.92,20.57,0.9,0.0
20170621:1811,84.14,3.83,114.06,3.61,19.6,19.82,0.69,0.0
20170621:1911,38.01,0.0,60.41,1.88,11.66,19.62,1.17,0.0
20170621:2011,0.0,0.0,3.22,0.1,4.44,18.43,1.24,0.0
20170621:2111,0.0,0.0,0.0,0.0,0.0,17.46,1.31,0.0
20170621:2211,0.0,0.0,0.0,0.0,0.0,17.11,1.38,0.0
20170621:2311,0.0,0.0,0.0,0.0,0.0,16.83,1.52,0.0
20170622:0011,0.0,0.0,0.0,0.0,0.0,16.72,1.72,0.0
20170622:0111,0.0,0.0,0.0,0.0,0.0,16.83,2.21,0.0
20170622:0211,0.0,0.0,0.0,0.0,0.0,16.77,2.97,0.0
20170622:0311,0.0,0.0,0.0,0.0,0.0,16.15,3.79,0.0
20170622:0411,0.0,0.0,2.42,0.08,3.82,15.15,3.93,0.0
20170622:0511,10.31,0.0,23.36,0.73,10.96,14.37,3.86,0.0
20170622:0611,90.6,7.56,116.25,4.11,18.84,14.08,3.72,0.0
20170622:0711,145.79,14.76,169.69,5.39,27.15,14.69,3.59,0.0
20170622:0811,116.6,0.0,150.3,4.31,35.52,14.74,3.31,0.0
20170622:0911,120.87,0.0,155.55,4.46,43.51,15.26,3.1,0.0
20170622:1011,168.68,0.0,210.6,6.05,50.5,15.88,2.83,0.0
20170622:1111,404.56,115.83,371.65,12.67,55.54,16.27,2.48,0.0
20170622:1211,135.05,0.0,173.02,4.97,57.53,16.42,1.86,0.0
20170622:1311,319.55,47.52,340.68,10.61,55.88,16.25,1.59,0.0
20170622:1411,423.78,158.19,353.98,13.04,51.08,16.33,2.07,0.0
20170622:1511,567.09,499.42,186.89,16.43,44.24,16.66,2.69,0.0
20170622:1611,441.57,412.11,118.57,14.15,36.31,16.8,3.52,0.0
20170622:1711,177.45,35.27,187.67,6.6,27.95,16.46,4.21,0.0
20170622:1811,99.55,17.64,121.04,5.04,19.62,15.91,4.41,0.0
20170622:1911,25.99,0.0,44.3,1.38,11.68,14.93,4.62,0.0
20170622:2011,0.0,0.0,3.22,0.1,4.46,14.09,4.48,0.0
20170622:2111,0.0,0.0,0.0,0.0,0.0,13.35,3.93,0.0
20170622:2211,0.0,0.0,0.0,0.0,0.0,12.82,3.66,0.0
20170622:2311,0.0,0.0,0.0,0.0,0.0,12.49,3.79,0.0
20170623:0011,0.0,0.0,0.0,0.0,0.0,12.32,4.0,0.0
20170623:0111,0.0,0.0,0.0,0.0,0.0,12.34,4.34,0.0
20170623:0211,0.0,0.0,0.0,0.0,0.0,12.34,4.9,0.0
20170623:0311,0.0,0.0,0.0,0.0,0.0,12.48,5.59,0.0
20170623:0411,0.0,0.0,2.42,0.08,3.79,12.54,6.07,0.0
20170623:0511,6.09,0.0,16.91,0.53,10.92,12.73,6.28,0.0
20170623:0611,51.81,0.0,75.15,2.16,18.8,13.08,6.21,0.0
20170623:0711,65.26,0.0,90.88,2.61,27.11,13.53,6.83,0.0
20170623:0811,124.74,0.92,157.35,4.54,35.48,14.11,7.79,0.0
20170623:0911,239.1,23.04,263.06,8.03,43.48,14.6,7.52,0.0
20170623:1011,343.04,71.68,331.74,10.84,50.47,14.8,7.24,0.0
20170623:1111,226.96,5.79,267.2,7.78,55.52,14.49,6.83,0.0
20170623:1211,266.35,15.22,301.7,8.93,57.52,14.38,6.97,0.0
20170623:1311,263.82,15.07,299.05,8.85,55.88,14.5,7.17,0.0
20170623:1411,495.19,226.7,351.09,14.25,51.09,14.62,7.17,0.0
20170623:1511,427.21,193.54,304.78,12.69,44.26,14.5,7.1,0.0
20170623:1611,353.66,176.88,238.58,11.19,36.33,14.06,6.69,0.0
20170623:1711,218.24,89.4,179.63,8.23,27.97,13.92,6.55,0.0
20170623:1811,100.85,20.33,119.3,5.22,19.64,13.43,6.28,0.0
20170623:1911,4.56,0.0,14.5,0.45,11.7,13.35,5.45,0.0
20170623:2011,0.0,0.0,3.22,0.1,4.48,12.64,5.03,0.0
20170623:2111,0.0,0.0,0.0,0.0,0.0,11.96,5.17,0.0
20170623:2211,0.0,0.0,0.0,0.0,0.0,11.35,4.97,0.0
20170623:2311,0.0,0.0,0.0,0.0,0.0,10.94,5.24,0.0
20170624:0011,0.0,0.0,0.0,0.0,0.0,10.55,5.38,0.0
20170624:0111,0.0,0.0,0.0,0.0,0.0,10.37,5.45,0.0
20170624:0211,0.0,0.0,0.0,0.0,0.0,10.15,5.45,0.0
20170624:0311,0.0,0.0,0.0,0.0,0.0,10.1,5.52,0.0
20170624:0411,0.0,0.0,3.22,0.1,3.75,10.07,5.59,0.0
20170624:0511,27.28,0.0,45.11,1.4,10.88,10.29,5.59,0.0
20170624:0611,94.72,12.95,116.05,4.69,18.76,10.78,6.55,0.0
20170624:0711,105.37,1.4,133.71,3.89,27.07,11.33,7.93,0.0
20170624:0811,208.36,24.88,224.13,7.05,35.44,11.95,7.86,0.0
20170624:0911,443.1,215.73,295.05,12.92,43.44,12.65,8.0,0.0
20170624:1011,139.58,0.0,173.9,4.99,50.43,13.01,8.69,0.0
20170624:1111,216.83,3.48,256.43,7.42,55.49,13.47,8.48,0.0
20170624:1211,215.64,2.34,256.3,7.4,57.51,13.55,8.69,0.0
20170624:1311,246.18,9.28,282.51,8.28,55.88,13.15,9.1,0.0
20170624:1411,170.97,0.0,208.85,6.0,51.1,13.3,8.97,0.0
20170624:1511,271.74,37.89,281.63,8.85,44.27,13.29,9.93,0.0
20170624:1611,203.09,20.5,223.76,6.92,36.35,13.38,9.38,0.0
20170624:1711,142.01,10.11,167.09,5.14,27.99,13.02,9.45,0.0
20170624:1811,72.82,0.97,98.48,2.91,19.66,12.48,8.28,0.0
20170624:1911,44.52,0.0,66.05,2.06,11.72,11.77,8.07,0.0
20170624:2011,0.0,0.0,3.22,0.1,4.49,11.16,7.59,0.0
20170624:2111,0.0,0.0,0.0,0.0,0.0,10.63,7.45,0.0
20170624:2211,0.0,0.0,0.0,0.0,0.0,10.1,6.97,0.0
20170624:2311,0.0,0.0,0.0,0.0,0.0,9.76,6.55,0.0
20170625:0011,0.0,0.0,0.0,0.0,0.0,9.63,6.21,0.0
20170625:0111,0.0,0.0,0.0,0.0,0.0,9.6,6.0,0.0
20170625:0211,0.0,0.0,0.0,0.0,0.0,9.45,5.93,0.0
20170625:0311,0.0,0.0,0.0,0.0,0.0,9.48,5.86,0.0
20170625:0411,5.69,0.0,16.11,0.5,3.71,9.49,5.72,0.0
20170625:0511,38.75,0.0,58.8,1.83,10.84,9.7,5.66,0.0
20170625:0611,55.47,54.95,49.52,6.92,18.72,10.15,5.86,0.0
20170625:0711,242.72,209.39,94.57,10.26,27.02,10.9,6.62,0.0
20170625:0811,407.46,293.91,178.59,12.67,35.39,11.82,6.97,0.0
20170625:0911,518.8,344.56,254.38,14.65,43.39,12.59,6.9,0.0
20170625:1011,602.7,394.34,305.37,16.35,50.39,12.9,6.76,0.0
20170625:1111,675.29,465.86,323.67,17.89,55.46,13.25,6.76,0.0
20170625:1211,525.28,221.37,390.16,14.98,57.48,13.49,6.83,0.0
20170625:1311,548.44,261.03,377.69,15.4,55.87,13.67,6.97,0.0
20170625:1411,641.78,465.03,283.75,17.23,51.1,13.87,7.03,0.0
20170625:1511,368.49,120.06,309.92,11.31,44.28,13.63,6.9,0.0
20170625:1611,198.03,17.72,221.76,6.8,36.36,13.45,6.76,0.0
20170625:1711,221.28,91.87,179.75,8.3,28.0,13.21,6.69,0.0
20170625:1811,69.47,68.94,54.83,7.3,19.67,12.77,6.14,0.0
20170625:1911,12.74,0.0,26.58,0.83,11.72,12.34,5.72,0.0
20170625:2011,1.08,0.0,8.05,0.25,4.49,11.76,4.83,0.0
20170625:2111,0.0,0.0,0.0,0.0,0.0,11.1,4.34,0.0
20170625:2211,0.0,0.0,0.0,0.0,0.0,10.55,4.28,0.0
20170625:2311,0.0,0.0,0.0,0.0,0.0,9.99,4.14,0.0
20170626:0011,0.0,0.0,0.0,0.0,0.0,9.46,3.86,0.0
20170626:0111,0.0,0.0,0.0,0.0,0.0,9.11,3.52,0.0
20170626:0211,0.0,0.0,0.0,0.0,0.0,8.65,3.1,0.0
20170626:0311,0.0,0.0,0.0,0.0,0.0,8.22,2.97,0.0
20170626:0411,0.0,0.0,2.42,0.08,3.66,8.0,2.76,0.0
20170626:0511,13.01,0.0,26.58,0.83,10.79,8.34,2.55,0.0
20170626:0611,82.87,2.98,107.91,3.41,18.67,9.4,2.9,0.0
20170626:0711,167.91,28.69,178.54,6.15,26.97,10.45,2.83,0.0
20170626:0811,305.21,117.0,244.71,9.91,35.34,11.37,2.34,0.0
20170626:0911,159.05,1.05,195.84,5.64,43.34,12.31,2.07,0.0
20170626:1011,177.04,1.12,216.82,6.25,50.34,12.91,1.79,0.0
20170626:1111,357.99,73.03,356.14,11.49,55.41,13.53,1.45,0.0
20170626:1211,167.36,0.0,208.85,6.0,57.45,14.23,0.97,0.0
20170626:1311,98.44,0.0,130.2,3.74,55.85,14.47,0.62,0.0
20170626:1411,280.18,33.72,307.73,9.46,51.09,14.75,0.55,0.0
20170626:1511,145.01,0.0,183.51,5.27,44.28,14.74,1.17,0.0
20170626:1611,73.73,0.0,101.37,2.91,36.36,14.46,2.21,0.0
20170626:1711,39.74,0.0,61.17,1.76,28.01,13.88,3.03,0.0
20170626:1811,16.86,0.0,32.33,0.93,19.68,13.2,3.45,0.0
20170626:1911,22.43,0.0,39.47,1.23,11.73,12.86,3.31,0.0
20170626:2011,5.08,0.0,15.3,0.48,4.49,12.42,3.38,0.0
20170626:2111,0.0,0.0,0.0,0.0,0.0,12.06,3.52,0.0
20170626:2211,0.0,0.0,0.0,0.0,0.0,11.75,3.72,0.0
20170626:2311,0.0,0.0,0.0,0.0,0.0,11.46,3.72,0.0
20170627:0011,0.0,0.0,0.0,0.0,0.0,11.07,3.72,0.0
20170627:0111,0.0,0.0,0.0,0.0,0.0,10.58,3.86,0.0
20170627:0211,0.0,0.0,0.0,0.0,0.0,10.32,4.14,0.0
20170627:0311,0.0,0.0,0.0,0.0,0.0,10.28,4.07,0.0
20170627:0411,0.0,0.0,2.42,0.08,3.61,10.3,4.07,0.0
20170627:0511,1.9,0.0,9.67,0.3,10.73,10.33,4.48,0.0
20170627:0611,91.51,18.03,109.87,5.09,18.61,10.37,4.76,0.0
20170627:0711,29.58,0.0,48.06,1.38,26.91,10.39,4.55,0.0
20170627:0811,49.45,0.0,71.66,2.06,35.29,10.36,4.97,0.0
20170627:0911,58.52,0.0,82.14,2.36,43.29,10.49,5.31,0.0
20170627:1011,70.81,0.0,96.12,2.76,50.29,10.52,5.66,0.0
20170627:1111,87.78,0.0,115.35,3.31,55.37,10.8,5.45,0.0
20170627:1211,99.46,0.0,128.46,3.69,57.42,10.92,5.38,0.0
20170627:1311,90.07,0.0,117.97,3.39,55.83,11.03,6.0,0.0
20170627:1411,74.49,0.0,100.49,2.88,51.08,11.04,5.59,0.0
20170627:1511,88.39,0.0,116.22,3.34,44.27,11.19,5.31,0.0
20170627:1611,65.92,0.0,90.88,2.61,36.36,11.24,4.97,0.0
20170627:1711,17.72,0.0,33.21,0.95,28.01,11.17,4.69,0.0
20170627:1811,21.76,0.0,38.45,1.1,19.68,11.27,4.9,0.0
20170627:1911,8.27,0.0,20.14,0.63,11.72,11.34,4.55,0.0
20170627:2011,0.0,0.0,3.22,0.1,4.48,11.21,4.62,0.0
20170627:2111,0.0,0.0,0.0,0.0,0.0,11.12,4.62,0.0
20170627:2211,0.0,0.0,0.0,0.0,0.0,11.14,4.48,0.0
20170627:2311,0.0,0.0,0.0,0.0,0.0,11.14,4.34,0.0
20170628:0011,0.0,0.0,0.0,0.0,0.0,11.14,4.28,0.0
20170628:0111,0.0,0.0,0.0,0.0,0.0,11.04,4.41,0.0
20170628:0211,0.0,0.0,0.0,0.0,0.0,11.03,4.48,0.0
20170628:0311,0.0,0.0,0.0,0.0,0.0,10.99,4.55,0.0
20170628:0411,0.0,0.0,4.03,0.13,3.55,10.95,4.55,0.0
20170628:0511,6.15,0.0,16.91,0.53,10.67,10.91,4.76,0.0
20170628:0611,27.37,0.0,45.44,1.3,18.55,10.96,4.83,0.0
20170628:0711,112.65,2.8,140.71,4.14,26.85,11.06,4.97,0.0
20170628:0811,146.81,2.76,178.46,5.19,35.22,11.29,5.17,0.0
20170628:0911,329.27,84.9,298.31,10.28,43.23,11.37,5.52,0.0
20170628:1011,291.08,34.77,306.14,9.43,50.23,11.59,5.93,0.0
20170628:1111,313.05,37.13,328.57,10.08,55.31,11.79,6.21,0.0
20170628:1211,344.17,51.61,349.31,10.91,57.37,11.97,6.28,0.0
20170628:1311,399.69,96.46,366.91,12.19,55.8,11.93,6.34,0.0
20170628:1411,311.5,45.02,318.17,9.96,51.06,11.48,6.28,0.0
20170628:1511,161.17,1.06,195.84,5.64,44.26,11.42,6.41,0.0
20170628:1611,75.23,0.0,101.37,2.91,36.35,11.26,6.48,0.0
20170628:1711,44.83,0.0,66.41,1.91,28.0,11.1,6.48,0.0
20170628:1811,40.43,0.0,61.17,1.76,19.67,10.88,6.48,0.0
20170628:1911,11.12,0.0,24.16,0.75,11.71,10.51,6.9,0.0
20170628:2011,0.0,0.0,3.22,0.1,4.47,10.22,6.55,0.0
20170628:2111,0.0,0.0,0.0,0.0,0.0,10.06,6.21,0.0
20170628:2211,0.0,0.0,0.0,0.0,0.0,9.97,5.79,0.0
20170628:2311,0.0,0.0,0.0,0.0,0.0,9.85,5.79,0.0
20170629:0011,0.0,0.0,0.0,0.0,0.0,9.73,5.79,0.0
20170629:0111,0.0,0.0,0.0,0.0,0.0,9.72,5.93,0.0
20170629:0211,0.0,0.0,0.0,0.0,0.0,9.8,6.14,0.0
20170629:0311,0.0,0.0,0.0,0.0,0.0,9.88,6.0,0.0
20170629:0411,0.0,0.0,2.42,0.08,3.48,10.05,6.07,0.0
20170629:0511,1.9,0.0,9.67,0.3,10.6,10.11,6.28,0.0
20170629:0611,33.97,0.0,53.31,1.53,18.48,10.17,6.41,0.0
20170629:0711,87.43,0.0,114.48,3.29,26.78,10.0,6.62,0.0
20170629:0811,31.82,0.0,50.68,1.45,35.16,10.07,6.97,0.0
20170629:0911,52.58,0.0,75.15,2.16,43.16,10.18,7.24,0.0
20170629:1011,70.13,0.0,95.25,2.73,50.16,10.48,7.31,0.0
20170629:1111,78.56,0.0,104.86,3.01,55.25,10.75,7.17,0.0
20170629:1211,143.14,0.0,176.52,5.07,57.32,10.93,7.1,0.0
20170629:1311,59.19,0.0,83.02,2.38,55.76,11.02,7.03,0.0
20170629:1411,101.06,0.0,130.2,3.74,51.04,11.14,6.83,0.0
20170629:1511,72.16,0.0,97.87,2.81,44.25,11.21,6.62,0.0
20170629:1611,75.25,0.0,101.37,2.91,36.34,11.27,6.97,0.0
20170629:1711,44.79,0.0,66.41,1.91,27.99,11.3,6.76,0.0
20170629:1811,91.16,4.68,116.51,3.74,19.66,11.35,6.48,0.0
20170629:1911,2.31,0.0,10.47,0.33,11.7,11.3,6.0,0.0
20170629:2011,0.0,0.0,3.22,0.1,4.45,11.26,5.93,0.0
20170629:2111,0.0,0.0,0.0,0.0,0.0,11.2,5.59,0.0
20170629:2211,0.0,0.0,0.0,0.0,0.0,11.19,5.24,0.0
20170629:2311,0.0,0.0,0.0,0.0,0.0,11.21,4.9,0.0
20170630:0011,0.0,0.0,0.0,0.0,0.0,11.25,4.62,0.0
20170630:0111,0.0,0.0,0.0,0.0,0.0,11.26,4.21,0.0
20170630:0211,0.0,0.0,0.0,0.0,0.0,11.31,4.28,0.0
20170630:0311,0.0,0.0,0.0,0.0,0.0,11.4,3.93,0.0
20170630:0411,0.0,0.0,2.42,0.08,3.41,11.41,3.86,0.0
20170630:0511,1.88,0.0,9.67,0.3,10.53,11.52,4.34,0.0
20170630:0611,83.62,3.94,109.08,3.56,18.41,11.56,4.48,0.0
20170630:0711,52.98,0.0,76.03,2.18,26.71,11.27,4.83,0.0
20170630:0811,69.69,0.0,95.25,2.73,35.08,11.4,4.83,0.0
20170630:0911,107.66,0.0,138.07,3.96,43.09,11.78,5.38,0.0
20170630:1011,88.77,0.0,117.1,3.36,50.09,12.15,5.59,0.0
20170630:1111,83.19,0.0,110.98,3.19,55.19,12.49,5.38,0.0
20170630:1211,93.26,0.0,122.34,3.51,57.27,12.49,5.31,0.0
20170630:1311,96.28,0.0,125.84,3.61,55.72,12.63,5.1,0.0
20170630:1411,86.95,0.0,115.35,3.31,51.01,12.59,4.62,0.0
20170630:1511,96.18,0.0,125.84,3.61,44.22,12.7,4.48,0.0
20170630:1611,81.45,0.0,109.23,3.14,36.32,12.78,4.34,0.0
20170630:1711,51.09,0.0,74.28,2.13,27.97,12.61,3.66,0.0
20170630:1811,39.3,0.0,60.3,1.73,19.64,12.39,2.76,0.0
20170630:1911,2.29,0.0,10.47,0.33,11.67,12.2,1.66,0.0
20170630:2011,0.0,0.0,3.22,0.1,4.42,12.03,1.17,0.0
20170630:2111,0.0,0.0,0.0,0.0,0.0,11.78,0.9,0.0
20170630:2211,0.0,0.0,0.0,0.0,0.0,11.46,0.55,0.0
20170630:2311,0.0,0.0,0.0,0.0,0.0,11.22,0.69,0.0
20170701:0011,0.0,0.0,0.0,0.0,0.0,11.07,1.03,0.0
20170701:0111,0.0,0.0,0.0,0.0,0.0,11.07,1.24,0.0
20170701:0211,0.0,0.0,0.0,0.0,0.0,10.92,1.45,0.0
20170701:0311,0.0,0.0,0.0,0.0,0.0,10.7,1.66,0.0
20170701:0411,0.0,0.0,1.61,0.05,3.33,10.71,1.93,0.0
20170701:0511,21.96,0.0,38.66,1.2,10.45,11.28,2.07,0.0
20170701:0611,79.32,2.61,105.38,3.31,18.33,12.09,2.55,0.0
20170701:0711,148.89,17.45,168.81,5.47,26.63,12.38,4.07,0.0
20170701:0811,217.65,32.3,229.24,7.37,35.01,12.57,4.48,0.0
20170701:0911,570.55,484.11,183.53,16.0,43.01,13.11,4.69,0.0
20170701:1011,643.9,494.49,263.7,17.33,50.02,13.73,5.24,0.0
20170701:1111,192.03,1.16,233.44,6.72,55.11,14.66,5.45,0.0
20170701:1211,512.88,213.99,390.31,14.82,57.2,15.05,5.72,0.0
20170701:1311,339.41,55.93,345.56,10.89,55.67,15.11,6.0,0.0
20170701:1411,437.01,158.05,354.23,13.02,50.97,14.82,6.34,0.0
20170701:1511,315.88,72.06,300.32,10.06,44.19,14.44,6.62,0.0
20170701:1611,368.86,201.26,231.51,11.54,36.3,14.29,7.03,0.0
20170701:1711,172.42,28.58,185.09,6.27,27.95,14.34,7.24,0.0
20170701:1811,101.92,22.33,119.25,5.29,19.61,13.89,6.76,0.0
20170701:1911,39.43,0.0,60.41,1.88,11.65,13.21,6.69,0.0
20170701:2011,0.0,0.0,3.22,0.1,4.39,12.7,6.55,0.0
20170701:2111,0.0,0.0,0.0,0.0,0.0,12.02,6.41,0.0
20170701:2211,0.0,0.0,0.0,0.0,0.0,11.42,6.21,0.0
20170701:2311,0.0,0.0,0.0,0.0,0.0,11.05,5.93,0.0
20170702:0011,0.0,0.0,0.0,0.0,0.0,10.63,5.45,0.0
20170702:0111,0.0,0.0,0.0,0.0,0.0,10.49,5.45,0.0
20170702:0211,0.0,0.0,0.0,0.0,0.0,10.28,5.52,0.0
20170702:0311,0.0,0.0,0.0,0.0,0.0,10.11,5.52,0.0
20170702:0411,4.17,0.0,13.69,0.43,3.25,9.92,5.38,0.0
20170702:0511,15.88,0.0,30.61,0.95,10.37,10.28,5.24,0.0
20170702:0611,75.59,30.49,86.14,5.84,18.25,10.94,5.31,0.0
20170702:0711,205.42,84.48,169.06,7.88,26.55,11.73,6.76,0.0
20170702:0811,362.52,206.84,215.45,11.36,34.92,12.38,7.38,0.0
20170702:0911,188.46,6.31,221.71,6.5,42.93,12.93,7.66,0.0
20170702:1011,375.97,97.86,339.29,11.51,49.94,13.15,7.52,0.0
20170702:1111,630.77,387.61,347.81,16.93,55.03,13.6,7.24,0.0
20170702:1211,202.36,1.18,243.93,7.02,57.13,14.24,7.17,0.0
20170702:1311,147.63,0.0,184.38,5.29,55.61,14.72,7.31,0.0
20170702:1411,94.84,0.0,124.96,3.59,50.93,14.48,7.24,0.0
20170702:1511,155.82,1.06,192.34,5.54,44.16,14.54,7.17,0.0
20170702:1611,201.82,20.73,223.84,6.92,36.27,14.37,7.03,0.0
20170702:1711,108.4,2.2,138.11,4.04,27.92,14.3,7.03,0.0
20170702:1811,91.73,5.44,118.04,3.84,19.58,13.94,5.66,0.0
20170702:1911,22.39,0.0,39.47,1.23,11.61,13.33,4.9,0.0
20170702:2011,0.0,0.0,3.22,0.1,4.35,12.88,4.21,0.0
20170702:2111,0.0,0.0,0.0,0.0,0.0,12.56,4.0,0.0
20170702:2211,0.0,0.0,0.0,0.0,0.0,12.43,3.86,0.0
20170702:2311,0.0,0.0,0.0,0.0,0.0,12.29,3.86,0.0
20170703:0011,0.0,0.0,0.0,0.0,0.0,12.2,4.14,0.0
20170703:0111,0.0,0.0,0.0,0.0,0.0,12.09,4.62,0.0
20170703:0211,0.0,0.0,0.0,0.0,0.0,11.97,4.9,0.0
20170703:0311,0.0,0.0,0.0,0.0,0.0,11.88,5.17,0.0
20170703:0411,0.0,0.0,1.61,0.05,3.16,11.8,4.9,0.0
20170703:0511,2.3,0.0,10.47,0.33,10.28,11.55,4.97,0.0
20170703:0611,80.53,3.07,105.97,3.39,18.16,11.33,4.41,0.0
20170703:0711,222.63,141.76,136.92,9.03,26.47,11.45,4.41,0.0
20170703:0811,358.04,201.48,218.0,11.29,34.84,12.07,5.03,0.0
20170703:0911,577.12,492.37,178.86,16.05,42.84,12.73,5.45,0.0
20170703:1011,550.53,317.53,326.07,15.3,49.85,13.28,5.38,0.0
20170703:1111,482.55,187.59,377.25,14.05,54.95,13.5,5.31,0.0
20170703:1211,435.4,129.6,382.19,13.14,57.05,14.03,5.03,0.0
20170703:1311,253.26,12.84,290.88,8.58,55.54,14.44,4.76,0.0
20170703:1411,381.29,104.11,346.53,11.81,50.88,14.55,4.41,0.0
20170703:1511,382.19,141.35,310.18,11.71,44.12,14.58,4.28,0.0
20170703:1611,264.7,67.02,250.48,8.78,36.23,14.59,4.07,0.0
20170703:1711,194.45,53.05,188.37,7.17,27.89,14.43,3.79,0.0
20170703:1811,94.97,7.53,120.85,4.09,19.55,14.13,3.31,0.0
20170703:1911,8.68,0.0,20.94,0.65,11.57,14.03,3.38,0.0
20170703:2011,1.85,0.0,9.67,0.3,4.3,13.35,3.59,0.0
20170703:2111,0.0,0.0,0.0,0.0,0.0,12.74,3.66,0.0
20170703:2211,0.0,0.0,0.0,0.0,0.0,12.13,3.24,0.0
20170703:2311,0.0,0.0,0.0,0.0,0.0,11.65,2.41,0.0
20170704:0011,0.0,0.0,0.0,0.0,0.0,11.3,1.59,0.0
20170704:0111,0.0,0.0,0.0,0.0,0.0,10.77,0.9,0.0
20170704:0211,0.0,0.0,0.0,0.0,0.0,10.5,0.76,0.0
20170704:0311,0.0,0.0,0.0,0.0,0.0,10.16,0.9,0.0
20170704:0411,0.0,0.0,1.61,0.05,3.07,9.86,1.1,0.0
20170704:0511,11.12,0.0,24.16,0.75,10.19,10.17,1.31,0.0
20170704:0611,12.54,0.0,26.22,0.75,18.07,10.52,1.52,0.0
20170704:0711,0.0,0.0,0.0,0.0,0.0,10.64,1.72,0.0
20170704:0811,67.4,0.0,92.63,2.66,34.75,10.72,2.07,0.0
20170704:0911,112.3,0.0,143.31,4.11,42.75,10.79,2.14,0.0
20170704:1011,105.97,0.0,136.32,3.91,49.75,11.09,2.41,0.0
20170704:1111,136.52,0.0,170.4,4.89,54.86,11.13,2.76,0.0
20170704:1211,163.37,0.0,200.11,5.74,56.97,11.34,3.72,0.0
20170704:1311,177.49,0.0,215.84,6.2,55.47,11.38,3.79,0.0
20170704:1411,90.47,0.0,118.84,3.41,50.82,11.52,4.21,0.0
20170704:1511,124.84,0.0,157.29,4.52,44.07,11.53,4.07,0.0
20170704:1611,113.93,0.0,145.06,4.16,36.19,11.49,4.28,0.0
20170704:1711,93.5,0.74,121.48,3.51,27.85,11.43,4.48,0.0
20170704:1811,25.9,0.0,43.69,1.25,19.5,11.46,4.83,0.0
20170704:1911,2.31,0.0,10.47,0.33,11.53,11.13,4.28,0.0
20170704:2011,0.0,0.0,2.42,0.08,4.25,10.93,3.79,0.0
20170704:2111,0.0,0.0,0.0,0.0,0.0,10.75,3.66,0.0
20170704:2211,0.0,0.0,0.0,0.0,0.0,10.63,3.38,0.0
20170704:2311,0.0,0.0,0.0,0.0,0.0,10.53,3.24,0.0
20170705:0011,0.0,0.0,0.0,0.0,0.0,10.38,2.97,0.0
20170705:0111,0.0,0.0,0.0,0.0,0.0,10.18,2.83,0.0
20170705:0211,0.0,0.0,0.0,0.0,0.0,9.99,2.76,0.0
20170705:0311,0.0,0.0,0.0,0.0,0.0,9.82,2.76,0.0
20170705:0411,0.0,0.0,1.61,0.05,2.97,9.76,2.83,0.0
20170705:0511,5.16,0.0,15.3,0.48,10.09,9.91,3.03,0.0
20170705:0611,60.8,0.5,84.56,2.48,17.97,10.37,3.59,0.0
20170705:0711,151.42,19.57,168.83,5.54,26.28,10.75,3.03,0.0
20170705:0811,215.96,32.42,226.65,7.3,34.65,11.23,3.1,0.0
20170705:0911,335.57,97.01,297.38,10.49,42.65,11.83,3.24,0.0
20170705:1011,370.55,98.19,337.64,11.46,49.66,12.35,3.31,0.0
